SEED	functions_L1	functions_L2	functions_L3
seed2633	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Molybdenum cofactor biosynthesis	L3_Protein co-occuring with molybdenum cofactor biosynthesis protein B
seed2634	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Molybdopterin cytosine dinucleotide	L3_Hypothetical protein YagQ
seed2635	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Molybdopterin cytosine dinucleotide	"L3_Periplasmic aromatic aldehyde oxidoreductase, FAD binding subunit YagS"
seed2636	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Molybdopterin cytosine dinucleotide	"L3_Periplasmic aromatic aldehyde oxidoreductase, iron-sulfur subunit YagT"
seed2637	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_mycofactocin system	L3_Mycofactocin radical SAM maturase
seed2638	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_mycofactocin system	L3_Mycofactocin system glycosyltransferase
seed2639	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_mycofactocin system	L3_Mycofactocin system heme/flavin dehydrogenase
seed2640	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_mycofactocin system	L3_Mycofactocin system transcriptional regulator
seed2641	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_ADP-ribose pyrophosphatase (EC 3.6.1.13)
seed2642	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_Amidases related to nicotinamidase
seed2643	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_C-terminal domain of CinA type E
seed2644	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_C-terminal domain of CinA type S
seed2645	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_DNA ligase (EC 6.5.1.2)
seed2646	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_Glutamine amidotransferase chain of NAD synthetase
seed2647	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	"L3_Indoleamine 2,3-dioxygenase (EC 1.13.11.52)"
seed2648	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_Isochorismatase (EC 3.3.2.1) of siderophore biosynthesis
seed2649	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	"L3_Kynurenine formamidase, yeast-type BNA7 (EC 3.5.1.9)"
seed2650	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_L-aspartate oxidase (EC 1.4.3.16)
seed2651	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_LSU m3Psi1915 methyltransferase RlmH
seed2652	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_N-Ribosylnicotinamide phosphorylase (EC 2.4.2.1)
seed2653	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_NAD kinase (EC 2.7.1.23)
seed2654	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_NAD synthetase (EC 6.3.1.5)
seed2655	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	"L3_Niacin transporter in yeast, DAL5 family"
seed2656	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_Niacin transporter NiaP
seed2657	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_Nicotinamidase (EC 3.5.1.19)
seed2658	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_Nicotinamidase family protein YcaC
seed2659	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_Nicotinamidase/isochorismatase family protein
seed2660	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_Nicotinamide phosphoribosyltransferase (EC 2.4.2.12)
seed2661	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	"L3_Nicotinamide-nucleotide adenylyltransferase (EC 2.7.7.1), eukaryotic PNAT family"
seed2662	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	"L3_Nicotinamide-nucleotide adenylyltransferase, NadM family (EC 2.7.7.1)"
seed2663	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	"L3_Nicotinamide-nucleotide adenylyltransferase, NadR family (EC 2.7.7.1)"
seed2664	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_Nicotinate phosphoribosyltransferase (EC 2.4.2.11)
seed2665	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)
seed2666	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	"L3_Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18), eukaryotic PNAT family"
seed2667	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_Nicotine adenine dinucleotide glycohydrolase (NADGH) (EC 3.2.2.5)
seed2668	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	"L3_NMN 5'-nucleotidase, extracellular (EC 3.1.3.5)"
seed2669	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_NMN phosphatase (EC 3.1.3.5)
seed2670	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_Nudix-related transcriptional regulator NrtR
seed2671	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_Predicted N-ribosylNicotinamide CRP-like regulator
seed2672	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)
seed2673	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_Quinolinate synthetase (EC 2.5.1.72)
seed2674	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	"L3_Ribosyl nicotinamide transporter, PnuC-like"
seed2675	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_Ribosylnicotinamide kinase (EC 2.7.1.22)
seed2676	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	"L3_Ribosylnicotinamide kinase, eukaryotic (EC 2.7.1.22)"
seed2677	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_Substrate-specific component NiaX of predicted niacin ECF transporter
seed2678	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD and NADP cofactor biosynthesis global	L3_Transcriptional repressor for NAD biosynthesis in gram-positives
seed2679	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD Niacin HMP	L3_Predicted nicotinate-regulated transporter BH3254
seed2680	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD regulation	L3_Hypothetical Nudix-like regulator
seed2681	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NAD regulation	L3_Predicted NAD regulator in Alphaproteobacteria
seed2682	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_NADH-dependent reduced ferredoxin:NADDP+ oxidoreductase	L3_Redox-sensitive transcriptional regulator (AT-rich DNA-binding protein)
seed2683	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	"L2_Niacin, NAD and NADP biosynthesis in plants"	L3_Calmodulin-binding domain
seed2684	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	"L2_Niacin, NAD and NADP biosynthesis in plants"	L3_NAD and pyridine nucleotides transporter (of mitochondrial carrier family)
seed2685	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	"L2_Niacin, NAD and NADP biosynthesis in plants"	L3_NADH kinase (EC 2.7.1.86)
seed2686	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	"L2_Niacin, NAD and NADP biosynthesis in plants"	L3_NADH pyrophosphatase (EC 3.6.1.22)
seed2687	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	"L2_Niacin, NAD and NADP biosynthesis in plants"	"L3_Nicotinamidase (EC 3.5.1.19), plant/cyanobacterial family"
seed2688	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_p-Aminobenzoyl-Glutamate Utilization	L3_Aminobenzoyl-glutamate transport protein
seed2689	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_p-Aminobenzoyl-Glutamate Utilization	"L3_Catalyzes the cleavage of p-aminobenzoyl-glutamate to p-aminobenzoate and glutamate, subunit A"
seed2690	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_p-Aminobenzoyl-Glutamate Utilization	"L3_Catalyzes the cleavage of p-aminobenzoyl-glutamate to p-aminobenzoate and glutamate, subunit B"
seed2691	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_p-Aminobenzoyl-Glutamate Utilization	"L3_Regulatory protein (induces abgABT, used to catabolize p-aminobenzoyl-glutamate)"
seed2692	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pantothenate and CoA biosynthesis in plants	L3_DUF89 domain of unknown function
seed2693	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pantothenate and CoA biosynthesis in plants	L3_Mitochondrial coenzyme A transporter
seed2694	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pantothenate and CoA biosynthesis in plants	L3_Peroxisomal long chain acyl-coenzyme A ester carrier
seed2695	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Phylloquinone biosynthesis in plants	L3_Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)
seed2696	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Plastoquinone Biosynthesis	"L3_2-methyl-6-solanyl-1,4-benzoquinone methyltransferase"
seed2697	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Plastoquinone biosynthesis in plants	"L3_2-methyl-6-phytyl-1,4-benzoquinone methyltransferase, eukaryotic type"
seed2698	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Plastoquinone biosynthesis in plants	L3_Homogentisate solanesyltransferase (EC 2.5.-)
seed2699	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Plastoquinone biosynthesis in plants	L3_Solanesyl diphosphate synthase (EC 2.5.1.85)
seed2700	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pterin biosynthesis	L3_4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family
seed2701	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pterin biosynthesis	L3_Aldo-keto reductase family 1 member B10 (EC 1.1.1.-)
seed2702	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pterin biosynthesis	"L3_Aldo-keto reductase family 1, member C3 (EC 1.1.1.-)"
seed2703	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pterin biosynthesis	L3_Dihydropteridine reductase (EC 1.5.1.34)
seed2704	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pterin biosynthesis	L3_Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96)
seed2705	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pterin biosynthesis	L3_Sepiapterin reductase (EC 1.1.1.153)
seed2706	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pterin biosynthesis	L3_UDP-glucose:tetrahydrobiopterin glucosyltransferase [EC:2.4.1.-]
seed2707	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pterin carbinolamine dehydratase	L3_Aromatic-amino-acid aminotransferase (EC 2.6.1.57)
seed2708	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pterin carbinolamine dehydratase	L3_Fumarylacetoacetase (EC 3.7.1.2)
seed2709	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pterin carbinolamine dehydratase	L3_Fumarylacetoacetate hydrolase family protein
seed2710	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pterin carbinolamine dehydratase	"L3_Homogentisate 1,2-dioxygenase (EC 1.13.11.5)"
seed2711	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pterin carbinolamine dehydratase	L3_Maleylacetoacetate isomerase (EC 5.2.1.2)
seed2712	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pterin carbinolamine dehydratase	L3_Phenylalanine-4-hydroxylase (EC 1.14.16.1) - Long
seed2713	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pterin metabolism 3	L3_Nitric oxide synthase oxygenase (EC 1.-.-.-)
seed2714	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pyridoxin (Vitamin B6) Biosynthesis	L3_4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)
seed2715	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pyridoxin (Vitamin B6) Biosynthesis	L3_D-erythrose-4-phosphate dehydrogenase (EC 1.2.1.72)
seed2716	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pyridoxin (Vitamin B6) Biosynthesis	L3_DUF1537 linked to pdxA
seed2717	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pyridoxin (Vitamin B6) Biosynthesis	L3_Erythronate-4-phosphate dehydrogenase (EC 1.1.1.290)
seed2718	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pyridoxin (Vitamin B6) Biosynthesis	L3_Pyridoxine 5'-phosphate synthase (EC 2.6.99.2)
seed2719	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pyridoxin (Vitamin B6) Biosynthesis	"L3_Pyridoxine biosynthesis glutamine amidotransferase, glutaminase subunit (EC 2.4.2.-)"
seed2720	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pyridoxin (Vitamin B6) Biosynthesis	"L3_Pyridoxine biosynthesis glutamine amidotransferase, synthase subunit (EC 2.4.2.-)"
seed2721	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pyridoxin (Vitamin B6) Biosynthesis	L3_Substrate-specific component PdxT of predicted pyridoxine ECF transporter
seed2722	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pyridoxin HMP	L3_Duplicated ATPase component of energizing module of predicted pyridoxine-related ECF transporter
seed2723	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pyridoxin HMP	L3_Substrate-specific component PdxU of predicted pyridoxine ECF transporter
seed2724	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pyridoxin HMP	L3_Substrate-specific component PdxU2 of predicted pyridoxin-related ECF transporter
seed2725	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pyridoxin HMP	L3_Transmembrane component of energizing module of predicted pyridoxine-related ECF transporter
seed2726	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pyridoxin(Vitamin B6) Degradation Pathway	L3_Pyridoxamine-pyruvate aminotransferase (EC 2.6.1.30)
seed2727	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Pyrroloquinoline Quinone biosynthesis	L3_Microsomal dipeptidase (EC 3.4.13.19)
seed2728	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Queuosine HMP	L3_glutamyl-Q-tRNA synthetase
seed2729	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Queuosine HMP	L3_NADPH dependent preQ0 reductase (EC 1.7.1.13)
seed2730	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Queuosine HMP	L3_NADPH dependent preQ0 reductase-like
seed2731	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Queuosine HMP	L3_Queuosine Biosynthesis QueE Radical SAM
seed2732	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Queuosine HMP	L3_S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 5.-.-.-)
seed2733	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Queuosine HMP	L3_Substrate-specific component QueT (COG4708) of predicted queuosine-regulated ECF transporter
seed2734	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Queuosine HMP	L3_Substrate-specific component STY3230 of queuosine-regulated ECF transporter
seed2735	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Queuosine HMP	L3_tRNA-guanine transglycosylase (EC 2.4.2.29)
seed2736	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Quinone disambuiguation	L3_3-polyprenyl-4-hydroxybenzoate carboxy-lyase UbiX (EC 4.1.1.-)
seed2737	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Quinones biosynthesis HGM	"L3_2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (EC 1.14.13.-)"
seed2738	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Quinones biosynthesis HGM	L3_2-octaprenyl-6-methoxyphenol hydroxylase (EC 1.14.13.-)
seed2739	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Quinones biosynthesis HGM	L3_3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-)
seed2740	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Quinones biosynthesis HGM	L3_Chorismate--pyruvate lyase (EC 4.1.3.40)
seed2741	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Quinones biosynthesis HGM	L3_Protein YigP (COG3165) clustered with ubiquinone biosynthetic genes
seed2742	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Riboflavin HMP	"L3_3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)"
seed2743	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Riboflavin HMP	"L3_6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)"
seed2744	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Riboflavin HMP	L3_Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
seed2745	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Riboflavin HMP	L3_Riboflavin kinase (EC 2.7.1.26)
seed2746	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Riboflavin HMP	L3_Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)
seed2747	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Riboflavin HMP	L3_Riboflavin transporter PnuX
seed2748	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Riboflavin HMP	L3_Substrate-specific component RibU of riboflavin ECF transporter
seed2749	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_riboflavin to FAD	L3_FMN adenylyltransferase (EC 2.7.7.2)
seed2750	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_riboflavin to FAD	L3_Riboflavin synthase archaeal (EC 2.5.1.9)
seed2751	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	"L2_Riboflavin, FMN and FAD biosynthesis in plants"	L3_5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)
seed2752	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	"L2_Riboflavin, FMN and FAD biosynthesis in plants"	L3_FAD pyrophosphatase (EC 3.6.1.18)
seed2753	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	"L2_Riboflavin, FMN and FAD metabolism Extended"	"L3_FAD pyrophosphatase (EC 3.6.1.18), putative paralog"
seed2754	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	"L2_Riboflavin, FMN and FAD metabolism Extended"	"L3_FMN adenylyltransferase, type 3 archaeal (EC 2.7.7.2)"
seed2755	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	"L2_Riboflavin, FMN and FAD metabolism Extended"	"L3_Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps"
seed2756	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	"L2_Riboflavin, FMN and FAD metabolism Extended"	L3_Pseudouridine-5' phosphatase (EC 3.1.3.-)
seed2757	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	"L2_Riboflavin, FMN and FAD metabolism Extended"	L3_tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)
seed2758	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	"L2_Riboflavin, FMN and FAD metabolism Extended"	L3_tRNA pseudouridine synthase B (EC 4.2.1.70)
seed2759	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Test - Riboflavin	L3_tRNA-specific adenosine-34 deaminase (EC 3.5.4.-)
seed2760	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Test - Thiamin	L3_Thiamine biosynthesis protein thiI
seed2761	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Test Pyridoxin B6	L3_PdxA-like
seed2762	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Thiamin biosynthesis	"L3_Thiaminase II (EC 3.5.99.2) involved in salvage of thiamin pyrimidine moiety, TenA subgroup with Cys in active site"
seed2763	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Thiamin biosynthesis LDP	L3_L-cystine uptake protein TcyP
seed2764	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Tocopherols and tocotrienols (vitamin E) in plants and cyanobacteria	"L3_2-methyl-6-phytyl-1,4-benzoquinone cyclase"
seed2765	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Tocopherols and tocotrienols (vitamin E) in plants and cyanobacteria	"L3_2-methyl-6-phytyl-1,4-benzoquinone methyltransferase"
seed2766	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Tocopherols and tocotrienols (vitamin E) in plants and cyanobacteria	L3_gamma-tocopherol methyltransferase (EC 2.1.1.95)
seed2767	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Tocopherols and tocotrienols (vitamin E) in plants and cyanobacteria	L3_Homogentisate phytyltransferase (EC 2.5.1.n8)
seed2768	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Ubiquinone Biosynthesis	L3_3-demethylubiquinone-9 3-methyltransferase (EC 2.1.1.64)
seed2769	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Ubiquinone Biosynthesis	L3_NAD(P)H-flavin reductase (EC 1.5.1.29) (EC 1.16.1.3)
seed2770	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Ubiquinone Biosynthesis	L3_Ubiquinone biosynthesis enzyme COQ7
seed2771	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Ubiquinone biosynthesis in plants	"L3_Hexaprenyl pyrophosphate synthetase, catalyzes the first step in ubiquinone (coenzyme Q) biosynthesis"
seed2772	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_Ubiquinone biosynthesis in plants	"L3_Ubiquinone biosynthesis monooxygenase COQ6 (EC 1.14.13.-), required for C5-hydroxylation step"
seed2773	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_Amidophosphoribosyltransferase (EC 2.4.2.14)
seed2774	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.5.3)
seed2775	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_Aspartate carbamoyltransferase (EC 2.1.3.2)
seed2776	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_Dihydroorotase (EC 3.5.2.3)
seed2777	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_Dihydroorotate dehydrogenase (EC 1.3.3.1)
seed2778	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_Dihydroorotate dehydrogenase electron transfer subunit (EC 1.3.3.1)
seed2779	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	"L3_Dihydroorotate dehydrogenase, catalytic subunit (EC 1.3.3.1)"
seed2780	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_DUF1794
seed2781	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_Ferredoxin
seed2782	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_Ferric uptake regulation protein FUR
seed2783	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_Flavodoxin reductases (ferredoxin-NADPH reductases) family 1
seed2784	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_Folate-dependent protein for Fe/S cluster synthesis/repair in oxidative stress
seed2785	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	"L3_Formaldehyde dehydrogenase MscR, NAD/mycothiol-dependent (EC 1.2.1.66)"
seed2786	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	"L3_Formate dehydrogenase-O, major subunit (EC 1.2.1.2)"
seed2787	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_Glutamate--cysteine ligase (EC 6.3.2.2)
seed2788	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	"L3_Glutamate--cysteine ligase (EC 6.3.2.2), divergent, of Alpha- and Beta-proteobacteria type"
seed2789	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_Glutamate--cysteine ligase archaeal (EC 6.3.2.2)
seed2790	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_Glutamate--cysteine ligase eukaryotic (EC 6.3.2.2)
